============================
on the qwerty layout
1.0 : setous serous
0.89 : wolves solves
1.0 : prisms purisms
0.85 : marls harls
0.85 : marls marrow
0.81 : balsas galas
0.81 : tortilla gorilla
1.0 : titer tier
1.0 : titer uppity
1.0 : wirer wrier
1.0 : wired wried
1.0 : wired wited
0.87 : wired sired
1.0 : steamed streamed
1.0 : steamer streamer
1.0 : glamor glamour
1.0 : pallette palette
1.0 : choppers copters
0.83 : choppers dopers
1.0 : choppers coppers
1.0 : choppers copiers
1.0 : continents contingents
0.89 : kotos kotow
1.0 : rust tidy
1.0 : dyed stews
1.0 : kvases kvasses
1.0 : squiring squirting
1.0 : skites skies
1.0 : skited skied
0.85 : pash pay
1.0 : pash pah
0.85 : pash pam
1.0 : pass pas
0.81 : gouts toits
0.81 : gouts tots
0.85 : prior proof
0.85 : prior prof
1.0 : wools wolds
0.89 : wools sols
0.85 : rooty surer
0.85 : rooty dirt
1.0 : roots routs
1.0 : weeds weds
1.0 : piping pipping
0.81 : gaiters baiters
0.87 : self dript
0.87 : self dropt
0.87 : sels serow
1.0 : virus virtus
0.81 : barret garret
0.81 : barred garred
0.9 : toads glads
0.81 : snobbism snobbish
1.0 : bytes byres
1.0 : flappier flapper
1.0 : spiered speered
1.0 : lass pewee
0.85 : lash lay
0.85 : lash lam
1.0 : caged cadged
1.0 : cages cadges
1.0 : cager cadger
0.8 : voe foe
0.8 : voe fore
1.0 : voe vote
0.8 : von fon
0.8 : von sub
1.0 : yett yet
1.0 : decolour decolor
0.8 : soaked slaked
1.0 : peeper peppier
1.0 : peeper pepper
1.0 : peeper kakas
1.0 : peeped pepped
1.0 : peeped prepped
0.85 : chad dyad
0.81 : chat houri
1.0 : inserters insetters
1.0 : toted toyed
1.0 : toted tooted
1.0 : toter toyer
0.81 : toter goer
1.0 : toter tooter
1.0 : harbor harbour
0.81 : whooping shopping
1.0 : fewer greet
1.0 : steamers streamers
1.0 : binges bines
0.8 : lock loci
1.0 : paled palled
1.0 : palet pallet
0.81 : mute bys
1.0 : teetotalled teetotaled
1.0 : peppier pepper
1.0 : peppier kakas
1.0 : pothead pithead
0.85 : jay pro
0.81 : jab jagg
1.0 : jab pork
0.81 : jab puri
0.81 : jab jag
1.0 : litoral littoral
0.81 : wherry sherry
0.85 : hammy mammy
1.0 : pottier puttier
1.0 : pottier pitier
1.0 : carburetted carbureted
0.81 : babblers gabblers
1.0 : sayyid sayid
1.0 : cowing chowing
1.0 : wee we
1.0 : wed weed
1.0 : wen ween
1.0 : toyed tooted
1.0 : wet tui
1.0 : wet ti
0.81 : toyer goer
1.0 : toyer tooter
1.0 : deadly deafly
1.0 : carrotins carotins
1.0 : lopped loped
1.0 : lopped looped
1.0 : roues rotes
1.0 : scarting scarring
1.0 : moron morion
1.0 : powter pewter
1.0 : spiled spoiled
1.0 : laagers laggers
1.0 : valor valour
1.0 : fatting fating
1.0 : snippers snipers
0.8 : civvies divvies
1.0 : swagging swaging
1.0 : bicolors bicolours
0.89 : trios trow
1.0 : trios retia
1.0 : lipoids lipids
0.85 : away awash
1.0 : shields shiels
0.87 : hank hadji
1.0 : endued endured
1.0 : endues endures
1.0 : shout shot
0.81 : shout shog
1.0 : born bourn
1.0 : sleepier sleeper
1.0 : peen preen
1.0 : peer kas
1.0 : peer pier
0.85 : yammerers hammerers
1.0 : poppied popped
0.81 : cosh cosy
0.89 : cosh cowy
0.83 : cost dost
0.83 : coss doss
0.9 : oaks lakhs
1.0 : privateer privater
1.0 : ryes turd
1.0 : equalling equaling
0.81 : tangliest gangliest
1.0 : noh mig
0.83 : nod mix
1.0 : nod mis
0.81 : nog not
0.81 : nog mir
1.0 : not mir
0.89 : sox quiz
0.81 : rink fink
1.0 : ring ruing
0.89 : sores woes
0.81 : bashing gashing
1.0 : snout snot
1.0 : pilus poilus
0.8 : coccid coccic
0.81 : glaze blaze
1.0 : pyrogen pirogen
0.87 : winks sinks
1.0 : mouton motion
0.85 : foam roam
1.0 : typhus tophus
1.0 : ama eke
0.81 : garred tarred
0.81 : shammed whammed
1.0 : prying poring
1.0 : wytes wyes
0.81 : wheens sheens
0.85 : founders rounders
0.81 : gartered bartered
1.0 : warty wary
0.89 : aired quired
1.0 : hires hies
1.0 : hired hied
1.0 : airer sort
0.81 : tongs gongs
0.87 : mels meow
1.0 : ringers ruiners
1.0 : quey query
1.0 : zipper zippier
1.0 : galoots galloots
0.85 : smacker whacker
0.83 : doyly coyly
1.0 : lusted lustred
0.81 : tofu dust
1.0 : cheerio cheero
1.0 : caroms carroms
1.0 : clangor clangour
1.0 : folks folds
1.0 : palettes pallettes
1.0 : rapers rapiers
0.85 : farl faro
0.85 : stour arid
1.0 : armor armour
1.0 : hoopers hoppers
0.83 : coolies doolies
1.0 : hooping hopping
1.0 : hooping hoping
1.0 : chasse chase
1.0 : urd twa
1.0 : urd yes
0.81 : golfs tools
1.0 : tend trend
1.0 : coopted chopped
1.0 : coopted copped
1.0 : coopted coped
1.0 : agraffe agrafe
1.0 : vavassors vavasors
1.0 : vavassors vavasours
1.0 : party parry
1.0 : gallivanted galivanted
1.0 : tipple topple
1.0 : floppier flopper
0.81 : muds nitre
1.0 : feting feuing
1.0 : feting feeing
0.87 : rioted fled
0.87 : rioter fleer
0.85 : rioter foyer
0.81 : stag stab
1.0 : rioters rooters
0.87 : rioters fleers
1.0 : whoops whops
0.81 : whoops shops
0.83 : colds dols
0.83 : copters dopers
1.0 : copters coppers
1.0 : copters copiers
0.8 : gabbroic gabbroid
1.0 : wadders waders
1.0 : getable gettable
0.87 : weightless sightless
1.0 : toits tots
0.81 : garget target
1.0 : mattins matins
1.0 : nappier napper
1.0 : nappies nappes
1.0 : matting mating
0.81 : whetting sheeting
0.8 : cite for
0.8 : cite dire
1.0 : ting tying
1.0 : tine tinge
1.0 : challah chalah
1.0 : yep two
1.0 : yes twa
1.0 : yew out
0.81 : yew ba
0.81 : yew ta
1.0 : sapper sappier
1.0 : ores oes
1.0 : suba dims
1.0 : suba fond
1.0 : prettily pettily
0.85 : marking harking
1.0 : leafless leakless
1.0 : stripping stropping
0.81 : bauds gauds
1.0 : making masking
0.89 : requin fain
1.0 : basked baked
0.9 : oaten laten
1.0 : shoes shores
1.0 : shoes shotes
1.0 : shoed shored
0.81 : grout grog
1.0 : grout grot
0.81 : shews whews
1.0 : streamier steamier
1.0 : bobs viva
0.85 : amie amid
1.0 : waxier escort
1.0 : beta betta
1.0 : beth berth
0.81 : takin gaskin
1.0 : uta oud
1.0 : excerpting excepting
1.0 : peps preps
1.0 : peps peeps
0.87 : adjure clot
0.87 : wienie sienite
1.0 : sputters spotters
0.87 : sights wrights
0.85 : matchers hatchers
1.0 : pitman potman
1.0 : embrues embrutes
1.0 : embrued embruted
1.0 : abattoir abator
0.81 : basifier gasifier
0.85 : mazily hazily
1.0 : casava cassava
1.0 : tyes tyres
0.83 : coming doming
0.85 : hails mails
1.0 : gulpier gulper
0.87 : jabbed nabbed
1.0 : tetters teeters
1.0 : calipered callipered
1.0 : garoted garroted
0.81 : ganging banging
0.81 : ganging tanging
1.0 : tass tas
0.85 : marrying harrying
1.0 : cue bout
1.0 : cue bot
1.0 : cue cure
1.0 : cub vim
1.0 : cum vin
1.0 : carers careers
1.0 : gallops galops
0.81 : jagg pork
0.87 : jagg leu
1.0 : jagg puri
1.0 : jagg jag
1.0 : elds elks
0.87 : elds ripe
1.0 : elds els
0.87 : elds rope
1.0 : patroon patron
1.0 : cordate chordate
1.0 : beths berths
1.0 : autotypies autotypes
1.0 : potties putties
1.0 : potties pities
1.0 : popping pooping
1.0 : moiety motey
0.85 : foams roams
1.0 : shirring shirting
0.81 : shirring whirring
1.0 : cashiers cahiers
0.83 : domical comical
0.85 : squid squire
1.0 : shinney shinnery
1.0 : biassed biased
0.81 : jag pork
0.87 : jag leu
1.0 : jag puri
1.0 : prates pirates
1.0 : werewolf werwolf
1.0 : tenors tenours
1.0 : abatises abattises
0.83 : dowse chowse
1.0 : orang ourang
0.87 : ales quotes
1.0 : alee aglee
0.8 : laid laic
1.0 : moutons motions
1.0 : chassed chased
0.8 : plasmic plasmid
0.85 : hatch match
1.0 : peachiest preachiest
0.83 : colors dolours
1.0 : spits spots
1.0 : curries curies
1.0 : monkey monkery
1.0 : proposed purposed
1.0 : ensure ensue
1.0 : kiting kitting
0.85 : aahs sure
0.81 : aahs toph
1.0 : aahs typy
1.0 : aahs riot
1.0 : suppers supers
1.0 : pore pure
0.81 : bales gales
0.87 : scan thrip
0.9 : roared flared
0.81 : scab scag
1.0 : clangoring clangouring
1.0 : cooeeing cooeying
1.0 : sportier spurrier
1.0 : yup too
1.0 : yup to
1.0 : yup yip
1.0 : yup wry
1.0 : spiralled spiraled
1.0 : sloppier sloper
0.85 : sure typy
0.85 : sure riot
1.0 : sura sutra
1.0 : mom bib
0.81 : babbling gabbling
0.83 : codders dodders
0.81 : mog mot
1.0 : flued fluted
0.87 : mod mote
1.0 : mod bis
0.9 : tipsy flat
1.0 : nappe nappie
1.0 : sabering sabeing
0.87 : rooters fleers
0.85 : roe foe
0.85 : roe fore
0.85 : haar maar
0.85 : haaf key
0.85 : haaf yaff
1.0 : brier bruiter
0.83 : dotters cotters
0.81 : flat flag
0.81 : mirk miri
0.85 : mire mid
0.81 : flag flab
1.0 : miry buret
0.9 : flam roam
0.9 : flan roan
1.0 : metopic meropic
0.87 : jailers nailers
0.81 : short whort
1.0 : shore shoe
1.0 : shore shote
0.81 : tapper gappier
1.0 : bout bot
1.0 : bout cure
1.0 : weight wright
1.0 : weight wight
1.0 : sagger sager
0.81 : pork puri
1.0 : rifle riffle
1.0 : amass amas
0.85 : foamer roamer
1.0 : garoting garotting
1.0 : garoting garroting
1.0 : garoting garrotting
1.0 : stumper stumpier
0.81 : goer tooter
1.0 : cote core
0.83 : cote doe
1.0 : aal wop
1.0 : sweet derry
0.81 : dudes etudes
1.0 : stooking stoking
1.0 : steeper stepper
0.81 : gang bang
0.81 : gane bane
1.0 : requite require
0.81 : duct eruct
0.8 : duci duck
1.0 : wrist wist
1.0 : our ha
1.0 : our pit
0.85 : our ya
0.81 : out ba
0.81 : out ta
1.0 : biting bitting
0.81 : potto hat
1.0 : wagging waging
1.0 : potty ort
1.0 : ringed ruined
1.0 : succour succor
0.85 : rooster foster
1.0 : bumpier bumper
0.87 : elks ripe
1.0 : elks els
0.87 : elks rope
0.83 : cowrie dowie
1.0 : faggot fagot
1.0 : cottons coitions
1.0 : peened preened
1.0 : preachier peachier
1.0 : agly ally
1.0 : writings wittings
0.87 : writings sittings
0.87 : delf detour
1.0 : currie curite
0.83 : dors coirs
1.0 : dorr siree
0.83 : dorm corm
0.81 : blade glade
1.0 : cheetah chetah
1.0 : padle pale
1.0 : shores shotes
1.0 : myopies myopes
1.0 : flues flutes
1.0 : alert aglet
0.81 : bates gates
0.8 : rabid rabic
0.85 : wash way
1.0 : touting tooting
1.0 : touting toting
1.0 : touting toiting
0.89 : airts quirts
0.87 : nagged jagged
0.87 : nagger jagger
0.87 : doit ropy
0.81 : doit dog
0.83 : doit cot
1.0 : loopiest loppiest
1.0 : rubus timid
1.0 : coppras copras
1.0 : trenails tenails
1.0 : tops tips
0.81 : toph typy
0.81 : toph riot
1.0 : tope type
1.0 : ewer try
1.0 : ewer sad
0.85 : fou tipi
0.85 : fou topi
1.0 : for dire
0.85 : for did
0.85 : for agha
1.0 : foe fore
0.8 : foe vote
0.89 : sots wots
1.0 : fon sub
0.83 : mooch moody
0.83 : dollars collars
1.0 : spored spired
1.0 : spores spires
1.0 : caromed carromed
1.0 : trod reis
0.87 : trop sau
1.0 : garroting garotting
1.0 : garroting garrotting
1.0 : waggons wagons
1.0 : tutee yirr
1.0 : potted pitted
1.0 : stiver stuiver
1.0 : winkle wrinkle
1.0 : wringers wingers
1.0 : wringers weiners
0.87 : wringers singers
1.0 : puttied pitied
1.0 : puttier pitier
1.0 : putties pities
1.0 : dotiest dottiest
0.81 : goers tooters
0.85 : hammal mammal
1.0 : rooting routing
0.85 : parados paradox
1.0 : worshippers worshipers
0.81 : whorish shortish
1.0 : tranships transships
1.0 : tarring taring
0.81 : gallon talon
0.85 : mapping happing
0.87 : silks wilds
1.0 : statue stature
1.0 : guar hist
0.85 : mawkish hawkish
0.85 : play plash
1.0 : muted mured
1.0 : mutes mures
1.0 : pargeted pargetted
0.81 : fire tour
0.81 : fire tor
1.0 : dotting doting
1.0 : mott birr
0.8 : focal vocal
1.0 : regretting regreeting
1.0 : bruit brit
1.0 : bruin brin
1.0 : drippings droppings
1.0 : peaches preaches
0.81 : talipots galipots
0.81 : talipots gallipots
0.89 : sorrier worrier
1.0 : twine twinge
0.85 : lei lek
0.87 : lei pro
0.87 : lek purl
1.0 : succouring succoring
1.0 : let leet
0.87 : let pry
0.87 : leu puri
1.0 : tooting toting
1.0 : tooting toiting
0.81 : quackish quackism
0.83 : docking cocking
0.83 : docking chocking
0.87 : allod aloe
1.0 : allow aglow
0.87 : wittings sittings
0.85 : whaler smaller
0.81 : whaled shaled
1.0 : uppity tier
1.0 : tonged toned
0.85 : reif says
1.0 : kolhoz kolkhoz
1.0 : moues mores
1.0 : moues motes
0.87 : ripe els
1.0 : ripe rope
0.87 : ripe dow
0.89 : ripe eros
1.0 : phi tae
1.0 : acetous acerous
1.0 : stagy staggy
1.0 : booed booted
1.0 : proette pirouette
1.0 : eyra ruts
0.8 : soaker slaker
0.85 : hanse manse
1.0 : pit ha
0.85 : pit ya
0.83 : dopers coppers
0.83 : dopers copiers
1.0 : anga elute
0.81 : ridgling fiddling
1.0 : chopped copped
1.0 : chopped coped
1.0 : chopper copier
1.0 : chopper copper
1.0 : chopper coper
0.81 : blotting glouting
0.83 : do xi
0.87 : do rip
1.0 : de lo
1.0 : da pi
1.0 : toes tores
1.0 : toes totes
1.0 : cop chop
0.81 : cot cog
1.0 : cow chow
0.83 : cow dow
0.89 : cow cos
0.85 : cox cos
0.83 : cog dog
0.83 : col dol
1.0 : con chon
0.83 : con don
0.87 : jays nays
0.85 : jays pirog
0.85 : jays prog
0.83 : dozens cozens
0.81 : tains gains
1.0 : renal regnal
1.0 : awed serf
1.0 : gourmands gormands
1.0 : faqir faquir
1.0 : prepping peeping
1.0 : writers wirers
0.85 : hurray hurrah
1.0 : glamors glamours
0.83 : dowry cowy
1.0 : darting daring
0.87 : bole bold
1.0 : hoops hops
0.9 : spy quoit
0.8 : bandeaus bandeaux
1.0 : untied untired
0.81 : gaper taper
1.0 : fires gourd
0.87 : wimples simples
1.0 : carousel carrousel
1.0 : wingers weiners
0.87 : wingers singers
0.81 : bagman gagman
1.0 : pedate predate
1.0 : berretta beretta
0.8 : focalizing vocalizing
0.87 : willies sillies
0.83 : chon don
0.83 : chow dow
0.89 : chow cos
0.85 : hire hid
1.0 : hire hie
0.81 : garrons baryons
1.0 : kiters kiers
0.81 : gloomiest bloomiest
1.0 : fa it
1.0 : fa tew
1.0 : maffia mafia
1.0 : labours labors
0.83 : dousers chousers
0.81 : taunter gaunter
1.0 : dirt surer
0.85 : dire did
0.85 : dire agha
1.0 : bask jeep
1.0 : scouts scots
1.0 : prettiness pettiness
1.0 : carrousels carousels
0.89 : wot air
0.89 : wow wos
0.85 : wos quiz
0.89 : woo so
0.89 : woe sore
1.0 : dims fond
0.85 : smacked whacked
0.87 : willer siller
0.81 : whoring shoring
1.0 : mores motes
0.81 : dandyism dandyish
1.0 : deleting deleing
1.0 : khalifs kalifs
1.0 : coddling codling
1.0 : snoutier snottier
0.81 : gabbed tabbed
1.0 : poetise peise
0.87 : jails nails
0.85 : hashes mashes
1.0 : peening preening
0.83 : modi mock
0.87 : wick sick
1.0 : spurt sport
0.9 : spurt quoter
1.0 : wagoners waggoners
1.0 : parlors parlours
1.0 : preach peach
1.0 : burying burring
1.0 : uptears uprears
0.87 : sole sold
1.0 : logotypes logotypies
0.87 : singlets winglets
1.0 : galipots gallipots
1.0 : shirtings shirrings
0.85 : jins jinx
1.0 : hi jo
0.85 : ha ya
1.0 : isotypic isotopic
0.81 : shirting whirring
1.0 : mopper moper
1.0 : spurted sported
1.0 : typy riot
1.0 : prerequisite perquisite
0.81 : galas talas
1.0 : cassettes casettes
0.81 : fields riels
1.0 : feuing feeing
0.85 : roils foils
0.83 : cooly dooly
1.0 : sourdine sordine
0.81 : ducts eructs
1.0 : sporoid spiroid
0.8 : fore vote
0.8 : ford cites
1.0 : ford dies
1.0 : arbour arbor
0.8 : fort citer
1.0 : wried wited
0.87 : wried sired
1.0 : wries wites
0.87 : wries sires
1.0 : wries wires
1.0 : gibbetted gibbeted
0.83 : corers doters
0.85 : purl pro
0.83 : cowered dowered
0.81 : grog grot
1.0 : agio shop
1.0 : preaching peaching
1.0 : parring parting
0.81 : tallied gallied
1.0 : reading readding
0.8 : tux yid
0.8 : tux rya
1.0 : loped looped
1.0 : tup aah
1.0 : tup ah
1.0 : tup top
1.0 : tui ti
1.0 : loper looper
1.0 : loper loppier
1.0 : tug adz
0.87 : singers weiners
1.0 : tumour tumor
1.0 : steeped stepped
0.85 : moire bids
1.0 : repps reps
0.8 : croci crock
0.81 : brandy branch
0.81 : talks galls
0.81 : talks gals
0.8 : talks taos
1.0 : stood arris
1.0 : milks mils
1.0 : dee loo
1.0 : cocking chocking
1.0 : whopper whooper
1.0 : whopped whooped
0.81 : ricin ficin
1.0 : harboring harbouring
1.0 : waged wagged
1.0 : wager wagger
1.0 : makers maskers
1.0 : comps chomps
0.81 : gates tates
1.0 : fur git
0.81 : irises krises
1.0 : fug ars
0.85 : hated mated
0.85 : hater mater
1.0 : diopters dippers
0.81 : etui goop
1.0 : putting potting
1.0 : putting pitting
1.0 : putting pitying
1.0 : choppy copy
1.0 : chomp comp
1.0 : stalks stalls
1.0 : quippus quipus
1.0 : prog pirog
1.0 : staling stalling
0.87 : winners sinners
0.81 : frag frat
0.87 : widdle sidle
0.81 : bleed gleed
1.0 : initialed initialled
0.81 : gore toe
0.81 : gore tote
0.87 : gore god
0.81 : ganisters banisters
0.89 : quirted airted
0.85 : bray brash
0.87 : sillers willers
1.0 : rationing ratooning
0.83 : collies dollies
0.81 : glowfly blowfly
1.0 : flavoury flavory
0.89 : ait quit
0.87 : ais sore
0.81 : shining whining
0.85 : robbing fobbing
0.85 : dither either
0.81 : whips ships
1.0 : pier kas
1.0 : testoon teston
1.0 : lackeying lackering
1.0 : torque toque
1.0 : treats teats
0.81 : gods tods
1.0 : shote shoe
1.0 : shots shouts
0.81 : ruins duma
0.81 : gleeds bleeds
1.0 : schlep schlepp
0.81 : wha tour
0.81 : wha tor
0.83 : cord sires
0.83 : core doe
0.83 : corf sired
1.0 : no mi
0.87 : na ore
0.89 : sords words
1.0 : choral coral
0.81 : posh posy
1.0 : gropers gripers
0.89 : wrongs songs
1.0 : skirring skirting
0.81 : wat wag
0.87 : ana eld
0.87 : pry leet
0.81 : bather gather
1.0 : netts nets
0.85 : mauler hauler
0.85 : robbed fobbed
0.87 : wites sires
1.0 : wites wires
0.87 : witen siren
1.0 : devoir devour
1.0 : arose ariose
0.81 : clog clot
1.0 : wader wadder
1.0 : tores totes
1.0 : insetted inserted
1.0 : insetter inserter
1.0 : vassal vasal
0.85 : hatching matching
0.87 : porgy left
1.0 : tew it
0.87 : naggers jaggers
0.85 : hammering mammering
0.81 : blaring glaring
0.81 : judas loiter
1.0 : bicolor bicolour
0.81 : dub ton
0.81 : dub rim
1.0 : pe pye
0.9 : flamer roamer
1.0 : neurons neutrons
0.83 : cobber dobber
1.0 : ratoon ratton
1.0 : tends trends
0.81 : sag sab
0.81 : sag sat
0.85 : maziest haziest
1.0 : sad try
1.0 : teth teeth
1.0 : sexy hump
1.0 : use yaw
0.81 : galls balls
1.0 : galls gals
0.81 : gally bally
0.81 : gally badly
0.81 : gally tally
1.0 : blurting blurring
1.0 : beclothes bedclothes
1.0 : bras brass
1.0 : stipple stopple
0.9 : spue alls
1.0 : armouring armoring
0.87 : wimple simple
0.81 : whorls shorls
1.0 : pottering puttering
1.0 : chirper chirpier
0.8 : diploid diploic
0.8 : slap soap
1.0 : wadmaal wadmal
0.85 : bid bite
0.85 : bid mor
1.0 : chafers chaffers
1.0 : toled tooled
1.0 : jura kits
0.85 : matless hatless
1.0 : snippier snipper
1.0 : snippier sniper
0.87 : sings wings
1.0 : bite mor
1.0 : courantoes corantoes
1.0 : ratting rating
1.0 : alley agley
1.0 : rosing roosing
1.0 : peacher preacher
0.81 : riddle fiddle
1.0 : nit byre
1.0 : nit bye
1.0 : stupes stipes
1.0 : biases biasses
1.0 : sloped slopped
0.8 : torrid toric
1.0 : to too
1.0 : to yip
1.0 : to wry
1.0 : tour tor
0.85 : tour rid
1.0 : sherbet sherbert
0.81 : tag tab
0.81 : tag tat
0.81 : scag scat
1.0 : proof prof
1.0 : alodium allodium
0.81 : ganglier tanglier
1.0 : aah ah
1.0 : aah top
1.0 : grooves groves
1.0 : cry nip
0.81 : bangers gangers
1.0 : pals palls
1.0 : pall pal
1.0 : bot cure
0.81 : gartering bartering
1.0 : teated treated
1.0 : boned bonged
1.0 : ringer ruiner
1.0 : typographies topographies
1.0 : spurry sporty
1.0 : spurry spry
1.0 : brasier brassier
1.0 : basking baking
1.0 : unmakers unmaskers
0.89 : amia snow
1.0 : finales finagles
1.0 : site sire
0.87 : site write
1.0 : site dor
0.83 : site choir
0.87 : site wire
0.87 : sits writs
1.0 : otoscopies otoscopes
0.81 : dab dag
0.81 : gales tales
0.9 : sped wiped
1.0 : sped spied
0.85 : whack smack
0.81 : whack shack
1.0 : imbrued imbruted
1.0 : imbrues imbrutes
1.0 : spicery spicey
1.0 : garotting garrotting
1.0 : savors savours
1.0 : savory savoury
0.83 : dozening cozening
1.0 : morass moras
1.0 : topi tipi
0.8 : fluoric fluorid
1.0 : stripier striper
1.0 : steps streps
0.81 : wag wab
1.0 : warring waring
0.89 : soth wroth
1.0 : dropt dript
1.0 : subpenaing subpoenaing
1.0 : topic typic
1.0 : yid rya
1.0 : yip too
1.0 : yip wry
1.0 : holds holks
0.85 : happy yappy
0.81 : slat slag
0.81 : slag slab
1.0 : typically topically
0.9 : sport quoter
1.0 : garotte garrotte
1.0 : iglu rage
1.0 : commander commandeer
1.0 : bhuts buts
1.0 : seine serine
0.81 : wheal sheal
0.89 : airest wordy
1.0 : copier copper
1.0 : copier coper
1.0 : copies copes
0.81 : log lot
1.0 : lop deer
0.83 : coolie doolie
0.81 : peat peag
1.0 : assert asset
1.0 : algas alas
1.0 : khat kat
1.0 : peeing pieing
1.0 : algae alae
0.85 : kay peri
0.8 : humic humid
1.0 : retuse reuse
0.87 : rope els
0.87 : rope dow
0.89 : rope eros
0.83 : dourine chorine
1.0 : weiner wringer
1.0 : weiner winger
0.87 : sirra wirra
0.85 : mazy hazy
1.0 : preps peeps
1.0 : rigor rigour
1.0 : kakas pepper
1.0 : wringer winger
1.0 : dry set
1.0 : soldan solan
0.81 : gorillas tortillas
0.87 : side wide
1.0 : typology topology
1.0 : kier kiter
1.0 : dor sire
0.87 : dor write
0.83 : dor choir
0.87 : dor wire
0.89 : dos dow
0.87 : dos eros
0.83 : dos cos
0.89 : sows wows
1.0 : chorioids choroids
1.0 : seers sers
1.0 : cocks chocks
0.8 : rouleaus rouleaux
0.81 : bloomed gloomed
1.0 : teopan trepan
0.85 : make kept
0.85 : quid quite
0.8 : flambeaus flambeaux
1.0 : rosters roosters
1.0 : marshalled marshaled
0.8 : mucid mucic
0.81 : tatting gating
1.0 : tabletted tableted
0.81 : gout tot
0.81 : gloomier bloomier
1.0 : waited waired
0.89 : trow retia
1.0 : pitting potting
1.0 : pitting pitying
1.0 : orangery orangey
0.81 : ritter fitter
0.9 : wiped spied
1.0 : wyte toy
1.0 : ashed aahed
0.81 : fist tody
1.0 : copper coper
1.0 : copped coped
1.0 : ampule ampoule
0.87 : wited sired
0.8 : flux flus
1.0 : pele kana
0.85 : cram crash
0.81 : wherries sherries
1.0 : duped dupped
0.87 : sivers wivers
0.83 : mix mis
0.81 : gaiting baiting
1.0 : taking tasking
1.0 : ah top
1.0 : pepped prepped
1.0 : topless tipless
0.9 : oat lat
0.9 : oar lar
0.81 : kroons irons
1.0 : story stoury
1.0 : badly bally
1.0 : vialing vialling
0.85 : tor rid
1.0 : ton rim
1.0 : too wry
1.0 : tom rib
1.0 : toe tote
1.0 : canalled canaled
1.0 : inured injured
0.87 : elf write
0.87 : elf wire
1.0 : gin arc
0.9 : toad glad
0.81 : monish monism
0.83 : couches douches
0.83 : couched douched
1.0 : waggon wagon
1.0 : sporty spry
1.0 : vavasours vavasors
0.85 : rounds founds
0.83 : coziest doziest
0.85 : hah yah
0.8 : ciscos discos
0.89 : wrongful songful
0.87 : willy silly
1.0 : fakeer faker
1.0 : seepy sepoy
1.0 : waddies wadies
1.0 : chaffed chafed
1.0 : chaffer chafer
0.8 : dine cine
0.87 : siting writing
1.0 : sybo dump
1.0 : automaton automation
0.87 : bore vis
0.81 : gypsyism gypsyish
0.83 : donative conative
0.85 : spoor spoof
1.0 : dialed dialled
1.0 : savouriest savoriest
1.0 : looper loppier
0.81 : whops shops
1.0 : suras sutras
0.89 : sour quite
0.81 : bander gander
1.0 : mismet mismeet
0.87 : mote bis
0.83 : conned donned
0.8 : beaus beaux
0.85 : haze maze
1.0 : noo zee
0.81 : right fight
1.0 : gingalls gingals
1.0 : betimes berimes
1.0 : slatting slating
1.0 : biers biters
1.0 : coppers copiers
0.81 : badge gage
0.81 : banister ganister
1.0 : reinjured retinued
1.0 : rigors rigours
0.83 : dove cove
1.0 : toting toiting
1.0 : paling palling
1.0 : potting pitying
1.0 : sax oil
0.83 : cobra dobra
1.0 : poops pops
0.83 : chamoix chamois
1.0 : wady waddy
1.0 : recaps redcaps
1.0 : generics genetics
0.89 : wolvers solvers
1.0 : stooled stoled
0.81 : whammy shammy
0.85 : mall hall
1.0 : its pouf
0.8 : toluic toluid
1.0 : flavours flavors
0.87 : sire write
0.83 : sire choir
0.87 : sire wire
1.0 : reverted revetted
1.0 : byre bye
1.0 : bruiters briers
1.0 : degasses degases
0.81 : balls gals
1.0 : wire write
0.85 : trash tray
0.85 : trash tram
1.0 : khalif kalif
0.81 : whist shist
0.8 : cited died
0.8 : cites dies
0.81 : gaped taped
0.81 : gapes tapes
1.0 : subpenaed subpoenaed
0.81 : lag lat
0.81 : lag lab
1.0 : wartier warier
1.0 : tipping topping
1.0 : qintar quintar
1.0 : bogles boggles
1.0 : hopping hoping
0.81 : rile file
1.0 : tippling toppling
1.0 : kamseen khamseen
0.89 : wolds sols
1.0 : sweeper sweepier
1.0 : typographic topographic
0.85 : sulphid sulphite
1.0 : snipped sniped
1.0 : snipper sniper
1.0 : sty art
0.89 : aivers quivers
0.8 : aboiteaus aboiteaux
0.81 : drat drag
0.81 : drag drab
1.0 : somerseted somersetted
0.85 : hid hie
1.0 : ebonites ebonies
1.0 : wright wight
0.85 : yack hack
1.0 : transhipped transshiped
0.87 : mild mile
0.81 : shot shog
0.85 : dash dam
0.85 : pay pah
0.85 : pah pam
0.8 : chloric chlorid
0.87 : sires wires
0.87 : scald scale
0.87 : udo taj
1.0 : udo tau
1.0 : parries paries
0.87 : fiddle dusks
0.8 : peptic peptid
1.0 : coted chored
0.83 : coted doted
1.0 : cotes chores
1.0 : fetted feted
0.87 : queer dotty
0.85 : splash splay
0.83 : chored doted
0.89 : prow pros
0.87 : tau taj
0.81 : tar gar
0.87 : tan taj
==============
  0.0: 934963539
  0.01: 867568
  0.02: 402515
  0.03: 254442
  0.04: 182128
  0.05: 137329
  0.06: 110205
  0.07: 89734
  0.08: 75421
  0.09: 63233
  0.1: 53341
  0.11: 46612
  0.12: 40697
  0.13: 34729
  0.14: 33459
  0.15: 27941
